,author,date,description,detection,falsepositives,fields,id,level,logsource,modified,references,related,status,tags,title,notes,enrichment,Note,analysis
262,"Jonathan Cheong, oscd.community",2020/10/15,Detects Obfuscated use of stdin to execute PowerShell,"{u'selection': {u'ImagePath|re': u'.*cmd.{0,5}(?:\/c|\/r).+powershell.+(?:\$\{?input\}?|noexit).+\""'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[Unknown],,72862bf2-0eb1-11eb-adc1-0242ac120002,high,"{u'product': u'windows', u'service': u'system'}",2021/09/17,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation STDIN+ Launcher,,,,
263,"Jonathan Cheong, oscd.community",2020/10/15,Detects Obfuscated use of stdin to execute PowerShell,"{u'selection': {u'ServiceFileName|re': u'.*cmd.{0,5}(?:\/c|\/r).+powershell.+(?:\$\{?input\}?|noexit).+\""'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[Unknown],,0c718a5e-4284-4fb9-b4d9-b9a50b3a1974,high,"{u'product': u'windows', u'service': u'security'}",2021/09/17,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'72862bf2-0eb1-11eb-adc1-0242ac120002'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation STDIN+ Launcher,,,,
264,"Jonathan Cheong, oscd.community",2020/10/15,Detects Obfuscated use of Environment Variables to execute PowerShell,"{u'selection': {u'ImagePath|re': u'.*cmd.{0,5}(?:\/c|\/r)(?:\s|)\""set\s[a-zA-Z]{3,6}.*(?:\{\d\}){1,}\\\""\s+?\-f(?:.*\)){1,}.*\""'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'all of them'}",[Unknown],,8ca7004b-e620-4ecb-870e-86129b5b8e75,high,"{u'product': u'windows', u'service': u'system'}",2021/09/17,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation VAR+ Launcher,,,,
265,"Jonathan Cheong, oscd.community",2020/10/15,Detects Obfuscated use of Environment Variables to execute PowerShell,"{u'selection': {u'ServiceFileName|re': u'.*cmd.{0,5}(?:\/c|\/r)(?:\s|)\""set\s[a-zA-Z]{3,6}.*(?:\{\d\}){1,}\\\""\s+?\-f(?:.*\)){1,}.*\""'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'all of them'}",[Unknown],,dcf2db1f-f091-425b-a821-c05875b8925a,high,"{u'product': u'windows', u'service': u'security'}",2021/09/17,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'8ca7004b-e620-4ecb-870e-86129b5b8e75'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation VAR+ Launcher,,,,
266,"Timur Zinniatullin, oscd.community",2020/10/18,Detects Obfuscated Powershell via COMPRESS OBFUSCATION,"{u'selection': {u'ImagePath|re': u'(?i).*new-object.*(?:system\.io\.compression\.deflatestream|system\.io\.streamreader).*text\.encoding\]::ascii.*readtoend'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[unknown],,175997c5-803c-4b08-8bb0-70b099f47595,medium,"{u'product': u'windows', u'service': u'system'}",2021/08/09,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation COMPRESS OBFUSCATION,,,,
267,"Timur Zinniatullin, oscd.community",2020/10/18,Detects Obfuscated Powershell via COMPRESS OBFUSCATION,"{u'selection': {u'ServiceFileName|re': u'(?i).*new-object.*(?:system\.io\.compression\.deflatestream|system\.io\.streamreader).*text\.encoding\]::ascii.*readtoend'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[unknown],,7a922f1b-2635-4d6c-91ef-af228b198ad3,medium,"{u'product': u'windows', u'service': u'security'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'175997c5-803c-4b08-8bb0-70b099f47595'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation COMPRESS OBFUSCATION,,,,
268,"Timur Zinniatullin, oscd.community",2020/10/18,Detects Obfuscated Powershell via RUNDLL LAUNCHER,"{u'selection': {u'ImagePath|re': u'(?i).*rundll32(?:\.exe)?(?:\s+)?shell32\.dll.*shellexec_rundll.*powershell.*\""'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[Unknown],,11b52f18-aaec-4d60-9143-5dd8cc4706b9,medium,"{u'product': u'windows', u'service': u'system'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation RUNDLL LAUNCHER,,,,
269,"Timur Zinniatullin, oscd.community",2020/10/18,Detects Obfuscated Powershell via RUNDLL LAUNCHER,"{u'selection': {u'ServiceFileName|re': u'(?i).*rundll32(?:\.exe)?(?:\s+)?shell32\.dll.*shellexec_rundll.*powershell.*\""'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[Unknown],,f241cf1b-3a6b-4e1a-b4f9-133c00dd95ca,medium,"{u'product': u'windows', u'service': u'security'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'11b52f18-aaec-4d60-9143-5dd8cc4706b9'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation RUNDLL LAUNCHER,,,,
270,"Nikita Nazarov, oscd.community",2020/10/12,Detects Obfuscated Powershell via Stdin in Scripts,"{u'selection': {u'ImagePath|re': u'(?i).*(set).*&&\s?set.*(environment|invoke|\${?input).*&&.*""'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[Unknown],,487c7524-f892-4054-b263-8a0ace63fc25,high,"{u'product': u'windows', u'service': u'system'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Stdin,,,,
271,"Nikita Nazarov, oscd.community",2020/10/12,Detects Obfuscated Powershell via Stdin in Scripts,"{u'selection': {u'ServiceFileName|re': u'(?i).*(set).*&&\s?set.*(environment|invoke|\${?input).*&&.*""'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[Unknown],,80b708f3-d034-40e4-a6c8-d23b7a7db3d1,high,"{u'product': u'windows', u'service': u'security'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'487c7524-f892-4054-b263-8a0ace63fc25'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Stdin,,,,
272,"Nikita Nazarov, oscd.community",2020/10/09,Detects Obfuscated Powershell via use Clip.exe in Scripts,"{u'selection': {u'ImagePath|re': u'(?i).*?echo.*clip.*&&.*(Clipboard|i`?n`?v`?o`?k`?e`?).*'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[Unknown],,63e3365d-4824-42d8-8b82-e56810fefa0c,high,"{u'product': u'windows', u'service': u'system'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Use Clip,,,,
273,"Nikita Nazarov, oscd.community",2020/10/09,Detects Obfuscated Powershell via use Clip.exe in Scripts,"{u'selection': {u'ServiceFileName|re': u'(?i).*?echo.*clip.*&&.*(Clipboard|i`?n`?v`?o`?k`?e`?).*'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[Unknown],,1a0a2ff1-611b-4dac-8216-8a7b47c618a6,high,"{u'product': u'windows', u'service': u'security'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'63e3365d-4824-42d8-8b82-e56810fefa0c'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Use Clip,,,,
274,"Nikita Nazarov, oscd.community",2020/10/09,Detects Obfuscated Powershell via use MSHTA in Scripts,"{u'selection': {u'ImagePath|re': u'(?i).*(set).*(&&).*(mshta).*(vbscript:createobject).*(\.run).*\(window\.close\).*""'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[Unknown],,7e9c7999-0f9b-4d4a-a6ed-af6d553d4af4,high,"{u'product': u'windows', u'service': u'system'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Use MSHTA,,,,
275,"Nikita Nazarov, oscd.community",2020/10/09,Detects Obfuscated Powershell via use MSHTA in Scripts,"{u'selection': {u'ServiceFileName|re': u'(?i).*(set).*(&&).*(mshta).*(vbscript:createobject).*(\.run).*\(window\.close\).*""'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[Unknown],,9b8d9203-4e0f-4cd9-bb06-4cc4ea6d0e9a,high,"{u'product': u'windows', u'service': u'security'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'7e9c7999-0f9b-4d4a-a6ed-af6d553d4af4'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Use MSHTA,,,,
276,"Nikita Nazarov, oscd.community",2020/10/09,Detects Obfuscated Powershell via use Rundll32 in Scripts,"{u'selection': {u'ImagePath|re': u'(?i).*&&.*rundll32.*shell32\.dll.*shellexec_rundll.*(value|invoke|comspec|iex).*""'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[Unknown],,641a4bfb-c017-44f7-800c-2aee0184ce9b,high,"{u'product': u'windows', u'service': u'system'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Use Rundll32,,,,
277,"Nikita Nazarov, oscd.community",2020/10/09,Detects Obfuscated Powershell via use Rundll32 in Scripts,"{u'selection': {u'ServiceFileName|re': u'(?i).*&&.*rundll32.*shell32\.dll.*shellexec_rundll.*(value|invoke|comspec|iex).*""'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[Unknown],,cd0f7229-d16f-42de-8fe3-fba365fbcb3a,high,"{u'product': u'windows', u'service': u'security'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'641a4bfb-c017-44f7-800c-2aee0184ce9b'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation Via Use Rundll32,,,,
278,"Timur Zinniatullin, oscd.community",2020/10/13,Detects Obfuscated Powershell via VAR++ LAUNCHER,"{u'selection': {u'ImagePath|re': u'(?i).*&&set.*(\{\d\}){2,}\\\""\s+?\-f.*&&.*cmd.*\/c'}, u'selection_eventid': {u'EventID': 7045}, u'condition': u'selection and selection_eventid'}",[Unknown],,14bcba49-a428-42d9-b943-e2ce0f0f7ae6,high,"{u'product': u'windows', u'service': u'system'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],,experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION,,,,
279,"Timur Zinniatullin, oscd.community",2020/10/13,Detects Obfuscated Powershell via VAR++ LAUNCHER,"{u'selection': {u'ServiceFileName|re': u'(?i).*&&set.*(\{\d\}){2,}\\\""\s+?\-f.*&&.*cmd.*\/c'}, u'selection_eventid': {u'EventID': 4697}, u'condition': u'selection and selection_eventid'}",[Unknown],,4c54ba8f-73d2-4d40-8890-d9cf1dca3d30,high,"{u'product': u'windows', u'service': u'security'}",2021/09/18,[https://github.com/Neo23x0/sigma/issues/1009],"[{u'type': u'derived', u'id': u'14bcba49-a428-42d9-b943-e2ce0f0f7ae6'}]",experimental,"[attack.defense_evasion, attack.t1027, attack.execution, attack.t1059.001]",Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION,,,,
280,Syed Hasan (@syedhasan009),2021/05/29,Detects the mount of ISO images on an endpoint,"{u'selection': {u'EventID': 4663, u'ObjectServer': u'Security', u'ObjectName': u'\Device\CdRom*', u'ObjectType': u'File'}, u'condition': u'selection'}",[Software installation ISO files],,0248a7bc-8a9a-4cd8-a57e-3ae8e073a073,medium,"{u'definition': u'The advanced audit policy setting ""Object Access > Audit Removable Storage"" must be configured for Success/Failure', u'product': u'windows', u'service': u'security'}",,"[https://www.trendmicro.com/vinfo/hk-en/security/news/cybercrime-and-digital-threats/malicious-spam-campaign-uses-iso-image-files-to-deliver-lokibot-and-nanocore, https://www.proofpoint.com/us/blog/threat-insight/threat-actor-profile-ta2719-uses-colorful-lures-deliver-rats-local-languages, https://twitter.com/MsftSecIntel/status/1257324139515269121]",,experimental,"[attack.initial_access, attack.t1566.001]",ISO Image Mount,,,,
281,Samir Bousseaden,2019/04/03,"This detection excludes known namped pipes accessible remotely and notify on newly observed ones, may help to detect lateral movement and remote exec using named pipes","{u'selection1': {u'EventID': 5145, u'ShareName': u'\\*\IPC$'}, u'condition': u'selection1 and not selection2', u'selection2': {u'EventID': 5145, u'ShareName': u'\\*\IPC$', u'RelativeTargetName': [u'atsvc', u'samr', u'lsarpc', u'winreg', u'netlogon', u'srvsvc', u'protected_storage', u'wkssvc', u'browser', u'netdfs', u'svcctl', u'spoolss', u'ntsvcs', u'LSM_API_service', u'HydraLsPipe', u'TermSrv_API_service', u'MsFteWds']}}",[update the excluded named pipe to filter out any newly observed legit named pipe],,52d8b0c6-53d6-439a-9e41-52ad442ad9ad,high,"{u'definition': u'The advanced audit policy setting ""Object Access > Audit Detailed File Share"" must be configured for Success/Failure', u'product': u'windows', u'service': u'security'}",,[https://twitter.com/menasec1/status/1104489274387451904],,,"[attack.lateral_movement, attack.t1077, attack.t1021.002]",First Time Seen Remote Named Pipe,,,,
282,Arun Chauhan,2021/10/04,"The attacker might use LOLBAS nltest.exe for discovery of domain controllers, domain trusts, parent domain and the current user permissions.","{u'selection': {u'EventID': 4689, u'Status': u'0x0', u'ProcessName|endswith': u'nltest.exe'}, u'condition': u'selection'}","[Red team activity, rare legitimate use by an administrator]","[SubjectUserName, SubjectDomainName]",eeb66bbb-3dde-4582-815a-584aee9fe6d1,high,"{u'product': u'windows', u'service': u'security'}",,"[https://jpcertcc.github.io/ToolAnalysisResultSheet/details/nltest.htm, https://attack.mitre.org/software/S0359/]",,experimental,"[attack.discovery, attack.t1482, attack.t1018, attack.t1016]",Correct Execution of Nltest.exe,,,,
283,Roberto Rodriguez @Cyb3rWard0g,2019/06/20,Detects potential mimikatz-like tools accessing LSASS from non system account,"{u'selection': {u'EventID': [4663, 4656], u'ObjectName|endswith': u'\lsass.exe', u'AccessMask': [u'0x40', u'0x1400', u'0x1000', u'0x100000', u'0x1410', u'0x1010', u'0x1438', u'0x143a', u'0x1418', u'0x1f0fff', u'0x1f1fff', u'0x1f2fff', u'0x1f3fff', u'40', u'1400', u'1000', u'100000', u'1410', u'1010', u'1438', u'143a', u'1418', u'1f0fff', u'1f1fff', u'1f2fff', u'1f3fff'], u'ObjectType': u'Process'}, u'filter1': {u'SubjectUserName|endswith': u'$'}, u'condition': u'selection and not filter1 and not filter2', u'filter2': {u'ProcessName|startswith': u'C:\Program Files'}}",[Unknown],"[ComputerName, ObjectName, SubjectUserName, ProcessName]",962fe167-e48d-4fd6-9974-11e5b9a5d6d1,critical,"{u'product': u'windows', u'service': u'security'}",2021/03/17,[https://threathunterplaybook.com/notebooks/windows/06_credential_access/WIN-170105221010.html],,experimental,"[attack.credential_access, attack.t1003, attack.t1003.001]",LSASS Access from Non System Account,,,,
284,"Florian Roth, Teymur Kheirkhabarov, Daniil Yugoslavskiy, oscd.community",2017/03/05,Detects well-known credential dumping tools execution via service execution events,"{u'selection': {u'EventID': 7045, u'ImagePath|contains': [u'fgexec', u'dumpsvc', u'cachedump', u'mimidrv', u'gsecdump', u'servpw', u'pwdump']}, u'condition': u'selection'}",[Legitimate Administrator using credential dumping tool for password recovery],,4976aa50-8f41-45c6-8b15-ab3fc10e79ed,high,"{u'product': u'windows', u'service': u'system'}",2021/09/21,[https://www.slideshare.net/heirhabarov/hunting-for-credentials-dumping-in-windows-environment],,,"[attack.credential_access, attack.execution, attack.t1003, attack.t1003.001, attack.t1003.002, attack.t1003.004, attack.t1003.005, attack.t1003.006, attack.t1035, attack.t1569.002, attack.s0005]",Credential Dumping Tools Service Execution,,,,
285,Thomas Patzke,2017/06/14,Detects wceaux.dll access while WCE pass-the-hash remote command execution on source host,"{u'selection': {u'EventID': [4656, 4658, 4660, 4663], u'ObjectName|endswith': u'\wceaux.dll'}, u'condition': u'selection'}",[Penetration testing],,1de68c67-af5c-4097-9c85-fe5578e09e67,critical,"{u'product': u'windows', u'service': u'security'}",,"[https://www.jpcert.or.jp/english/pub/sr/ir_research.html, https://jpcertcc.github.io/ToolAnalysisResultSheet]",,experimental,"[attack.credential_access, attack.t1003, attack.s0005]",WCE wceaux.dll Access,,,,
286,"Chakib Gzenayi (@Chak092), Hosni Mribah",2020/05/06,Alerts on Metasploit host's authentications on the domain.,"{u'selection1': {u'EventID': [4625, 4624], u'LogonType': 3, u'AuthenticationPackageName': u'NTLM', u'WorkstationName|re': u'^[A-Za-z0-9]{16}$'}, u'condition': u'selection1 or selection2', u'selection2': {u'EventID': 4776, u'ProcessName': None, u'Workstation|re': u'^[A-Za-z0-9]{16}$'}}",[Linux hostnames composed of 16 characters.],,72124974-a68b-4366-b990-d30e0b2a190d,high,"{u'product': u'windows', u'service': u'security'}",2021/07/07,[https://github.com/rapid7/metasploit-framework/blob/master/lib/rex/proto/smb/client.rb],,,"[attack.lateral_movement, attack.t1077, attack.t1021.002]",Metasploit SMB Authentication,,,,
287,"Teymur Kheirkhabarov, Ecco, Florian Roth",2019/10/26,Detects the use of getsystem Meterpreter/Cobalt Strike command by detecting a specific service installation,"{u'selection': [{u'ImagePath|contains|all': ['cmd', '/c', 'echo', '\\pipe\\']}, {u'ImagePath|contains|all': ['%COMSPEC%', '/c', 'echo', '\\pipe\\']}, {u'ImagePath|contains|all': ['cmd.exe', '/c', 'echo', '\\pipe\\']}, {u'ImagePath|contains|all': ['rundll32', '.dll,a', '/p:']}], u'selection_id': {u'EventID': 7045}, u'condition': u'selection_id and selection'}",[Highly unlikely],"[ComputerName, SubjectDomainName, SubjectUserName, ImagePath]",843544a7-56e0-4dcc-a44f-5cc266dd97d6,critical,"{u'product': u'windows', u'service': u'system'}",2021/09/21,"[https://speakerdeck.com/heirhabarov/hunting-for-privilege-escalation-in-windows-environment, https://blog.cobaltstrike.com/2014/04/02/what-happens-when-i-type-getsystem/]",,,"[attack.privilege_escalation, attack.t1134, attack.t1134.001, attack.t1134.002]",Meterpreter or Cobalt Strike Getsystem Service Installation,,,,
288,@2xxeformyshirt (Security Risk Advisors) - rule; Teymur Kheirkhabarov (idea),2020/03/04,"Detects MMC20.Application Lateral Movement; specifically looks for the spawning of the parent MMC.exe with a command line of ""-Embedding"" as a child of svchost.exe","{u'selection': {u'Image|endswith': u'\mmc.exe', u'ParentImage|endswith': u'\svchost.exe', u'CommandLine|contains': u'-Embedding'}, u'condition': u'selection'}",[Unlikely],,f1f3bf22-deb2-418d-8cce-e1a45e46a5bd,high,"{u'category': u'process_creation', u'product': u'windows'}",2020/08/23,"[https://enigma0x3.net/2017/01/05/lateral-movement-using-the-mmc20-application-com-object/, https://drive.google.com/file/d/1lKya3_mLnR3UQuCoiYruO3qgu052_iS_/view?usp=sharing]",,,"[attack.execution, attack.t1175, attack.t1021.003]",MMC20 Lateral Movement,,,,
289,Bhabesh Raj,2021/05/06,Detects the use of Moriya rootkit as described in the securelist's Operation TunnelSnake report,"{u'selection': {u'EventID': 7045, u'ServiceName': u'ZzNetSvc'}, u'condition': u'selection'}",[None],,25b9c01c-350d-4b95-bed1-836d04a4f324,critical,"{u'product': u'windows', u'service': u'system'}",2021/09/21,[https://securelist.com/operation-tunnelsnake-and-moriya-rootkit/101831],,experimental,"[attack.persistence, attack.privilege_escalation, attack.t1543.003]",Moriya Rootkit,,,,
290,"Florian Roth, wagga",2018/03/20,Detects NetNTLM downgrade attack,"{u'selection': {u'EventID': 4657, u'ObjectName|contains|all': [u'\REGISTRY\MACHINE\SYSTEM', u'ControlSet', u'\Control\Lsa'], u'ObjectValueName': [u'LmCompatibilityLevel', u'NtlmMinClientSec', u'RestrictSendingNTLMTraffic']}, u'condition': u'selection'}",[Unknown],,d3abac66-f11c-4ed0-8acb-50cc29c97eed,critical,"{u'definition': u'Requirements: Audit Policy : Object Access > Audit Registry (Success)', u'product': u'windows', u'service': u'security'}",2021/06/27,[https://www.optiv.com/blog/post-exploitation-using-netntlm-downgrade-attacks],"[{u'type': u'derived', u'id': u'd67572a0-e2ec-45d6-b8db-c100d14b8ef2'}]",,"[attack.defense_evasion, attack.t1089, attack.t1562.001, attack.t1112]",NetNTLM Downgrade Attack,,,,
291,"oscd.community, Teymur Kheirkhabarov @HeirhabarovT, Zach Stanford @svch0st, wagga",2020/10/05,Detects when an admin share is mounted using net.exe,"{u'selection': {u'Image|endswith': [u'\net.exe', u'\net1.exe'], u'CommandLine|contains|all': [u' use ', u'\\\*\\*$']}, u'condition': u'selection'}",[Administrators],,3abd6094-7027-475f-9630-8ab9be7b9725,medium,"{u'category': u'process_creation', u'product': u'windows'}",2021/06/27,[https://drive.google.com/file/d/1lKya3_mLnR3UQuCoiYruO3qgu052_iS_/view],,experimental,"[attack.lateral_movement, attack.t1021.002]",Mounted Windows Admin Shares with net.exe,,,,
292,"Ilyas Ochkov, oscd.community",2019/10/25,Detects possible bypass EDR and SIEM via abnormal user account name.,"{u'selection': {u'EventID': [4720, 4781], u'SamAccountName|contains': u'$'}, u'condition': u'selection'}",[Unknown],"[EventID, SamAccountName, SubjectUserName]",cfeed607-6aa4-4bbd-9627-b637deb723c8,high,"{u'product': u'windows', u'service': u'security'}",2021/07/07,,,experimental,"[attack.defense_evasion, attack.t1036]",New or Renamed User Account with '$' in Attribute 'SamAccountName'.,,,,
293,Pushkarev Dmitry,2020/06/27,"This event is generated when an authenticated user who is not allowed to log on remotely attempts to connect to this computer through Remote Desktop. Often, this event can be generated by attackers when searching for available windows servers in the network.","{u'selection': {u'EventID': 4825}, u'condition': u'selection'}",[Valid user was not added to RDP group],"[EventCode, AccountName, ClientAddress]",8e5c03fa-b7f0-11ea-b242-07e0576828d9,medium,"{u'product': u'windows', u'service': u'security'}",,[https://www.ultimatewindowssecurity.com/securitylog/encyclopedia/event.aspx?eventid=4825],,experimental,"[attack.lateral_movement, attack.t1076, attack.t1021.001]",Denied Access To Remote Desktop,,,,
294,Florian Roth,2021/01/11,This the exploitation of a NTFS vulnerability as reported without many details via Twitter,"{u'selection': {u'EventID': 55, u'Origin': u'File System Driver', u'Description|contains|all': [u'contains a corrupted file record', u'The name of the file is ""\""']}, u'condition': u'selection'}",[Unlikely],,f14719ce-d3ab-4e25-9ce6-2899092260b0,critical,"{u'product': u'windows', u'service': u'system'}",,"[https://twitter.com/jonasLyk/status/1347900440000811010, https://twitter.com/wdormann/status/1347958161609809921]",,,"[attack.impact, attack.t1499.001]",NTFS Vulnerability Exploitation,,,,
295,"Roberto Rodriguez (source), Dominik Schaudel (rule)",2018/02/12,Detects successful logon with logon type 9 (NewCredentials) which matches the Overpass the Hash behavior of e.g Mimikatz's sekurlsa::pth module.,"{u'selection': {u'EventID': 4624, u'LogonType': 9, u'AuthenticationPackageName': u'Negotiate', u'LogonProcessName': u'seclogo'}, u'condition': u'selection'}",[Runas command-line tool using /netonly parameter],,192a0330-c20b-4356-90b6-7b7049ae0b87,high,"{u'product': u'windows', u'service': u'security'}",,[https://cyberwardog.blogspot.de/2017/04/chronicles-of-threat-hunter-hunting-for.html],,experimental,"[attack.lateral_movement, attack.t1075, attack.s0002, attack.t1550.002]",Successful Overpass the Hash Attempt,,,,
296,"Ilias el Matani (rule), The Information Assurance Directorate at the NSA (method)",2017/03/08,Detects the attack technique pass the hash which is used to move laterally inside the network,"{u'filter': {u'AccountName': u'ANONYMOUS LOGON'}, u'selection': {u'EventID': [4624, 4625], u'LogonType': u'3', u'ComputerName': u'%Workstations%', u'LogonProcessName': u'NtLmSsp', u'WorkstationName': u'%Workstations%'}, u'condition': u'selection and not filter'}","[Administrator activity, Penetration tests]",,f8d98d6c-7a07-4d74-b064-dd4a3c244528,medium,"{u'definition': u'The successful use of PtH for lateral movement between workstations would trigger event ID 4624, a failed logon attempt would trigger an event ID 4625', u'product': u'windows', u'service': u'security'}",,[https://github.com/iadgov/Event-Forwarding-Guidance/tree/master/Events],,experimental,"[attack.lateral_movement, attack.t1075, car.2016-04-004, attack.t1550.002]",Pass the Hash Activity,,,,
297,"Dave Kennedy, Jeff Warren (method) / David Vassallo (rule)",2019/06/14,Detects the attack technique pass the hash which is used to move laterally inside the network,"{u'filter': {u'AccountName': u'ANONYMOUS LOGON'}, u'selection': [{u'EventID': 4624, u'SubjectUserSid': u'S-1-0-0', u'LogonType': u'3', u'KeyLength': u'0', u'LogonProcessName': u'NtLmSsp'}, {u'EventID': 4624, u'LogonType': u'9', u'LogonProcessName': u'seclogo'}], u'condition': u'selection and not filter'}","[Administrator activity, Penetration tests]",,8eef149c-bd26-49f2-9e5a-9b00e3af499b,medium,"{u'definition': u'The successful use of PtH for lateral movement between workstations would trigger event ID 4624', u'product': u'windows', u'service': u'security'}",,"[https://github.com/iadgov/Event-Forwarding-Guidance/tree/master/Events, https://blog.binarydefense.com/reliably-detecting-pass-the-hash-through-event-log-analysis, https://blog.stealthbits.com/how-to-detect-pass-the-hash-attacks/]",,stable,"[attack.lateral_movement, attack.t1075, attack.t1550.002]",Pass the Hash Activity 2,,,,
298,"Mauricio Velazco, Michael Haag",2021/09/02,Detect PetitPotam coerced authentication activity.,"{u'selection': {u'EventID': 5145, u'ShareName|endswith': u'\IPC$', u'ShareName|startswith': u'\\', u'RelativeTargetName': u'lsarpc', u'SubjectUserName': u'ANONYMOUS LOGON'}, u'condition': u'selection'}",[Unknown. Feedback welcomed.],,1ce8c8a3-2723-48ed-8246-906ac91061a6,high,"{u'definition': u'The advanced audit policy setting ""Object Access > Detailed File Share"" must be configured for Success/Failure', u'product': u'windows', u'service': u'security'}",,"[https://github.com/topotam/PetitPotam, https://github.com/splunk/security_content/blob/0dd6de32de2118b2818550df9e65255f4109a56d/detections/endpoint/petitpotam_network_share_access_request.yml]",,,"[attack.credential_access, attack.t1187]",Possible PetitPotam Coerce Authentication Attempt,,,,
